descricao_produto;cod_prod;subgrupo;CB_DIEESE;CB_ACT;CB_MDS;Alim_desc1;Alim_desc2;IS_UPP;IS;IBS/CBS - 25% - Tax Burden;IBS/CBS - 25% - % General Tax Regime;IBS/CBS - 25% Impacts;IBS/CBS - 25% Value;IBS/CBS - 25% - % Simples Tax Regime;IBS/CBS - 25% Simples Impacts;IBS/CBS - 25% Simples Value;IBS/CBS - 26.9% - Tax Burden;IBS/CBS - 26.9% - % General Tax Regime;IBS/CBS - 26.9% Impacts;IBS/CBS - 26.9% Value;IBS/CBS - 26.9% - % Simples Tax Regime;IBS/CBS - 26.9% Simples Impacts;IBS/CBS - 26.9% Simples Value
LIMAO VERMELHO;6802103;Outras frutas;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;19597.65259;0.096867209;0.122005556;2079.919111;0.066169971;0.903132791;0.15114333;19895.53691;0.096867209;0.136140333;2106.12147
LIMAO VINAGRE;6802108;Outras frutas;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;11594.71767;0.096867209;0.122005556;1230.559362;0.066169971;0.903132791;0.15114333;11770.95738;0.096867209;0.136140333;1246.061676
LIMPA ALUMINIO;8603307;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;2460173.008;0.096867209;-0.014143683;303895.1542;0.312190575;0.903132791;-0.130974976;2497567.638;0.096867209;-0.003880826;307058.7314
LIMPA AR CONDICIONADO;8609701;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;8028.096308;0.096867209;-0.037210576;999.5731996;0.328698521;0.903132791;-0.158011682;8150.123372;0.096867209;-0.027286582;1009.876344
LIMPA ARDOSIA;8609303;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;41914.84037;0.096867209;-0.037210576;5218.790295;0.328698521;0.903132791;-0.158011682;42551.94595;0.096867209;-0.027286582;5272.583206
LIMPA CERAMICA;8609301;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;500249.8583;0.096867209;-0.037210576;62285.79383;0.328698521;0.903132791;-0.158011682;507853.6562;0.096867209;-0.027286582;62927.80739
LIMPA ESTOFADO;8606106;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;38329.52981;0.096867209;-0.037210576;4772.385542;0.328698521;0.903132791;-0.158011682;38912.13866;0.096867209;-0.027286582;4821.577117
LIMPA PISO;8609304;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;2942103.081;0.096867209;-0.037210576;366319.3959;0.328698521;0.903132791;-0.158011682;2986823.048;0.096867209;-0.027286582;370095.2492
LIMPA-CARPETE;8606104;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;44814.63395;0.096867209;-0.037210576;5579.841761;0.328698521;0.903132791;-0.158011682;45495.81638;0.096867209;-0.027286582;5637.356226
LIMPADOR DE CERAMICA;8609302;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;309361.5382;0.096867209;-0.037210576;38518.40969;0.328698521;0.903132791;-0.158011682;314063.8336;0.096867209;-0.027286582;38915.43989
LIMPADOR DE GARRAFA;8600302;Artigos de limpeza;0;0;0;0;0;0;0;0.348991005;0.903132791;-0.190334158;415301.6482;0.096867209;-0.070140975;51156.41749;0.348991005;0.903132791;-0.178027237;421614.2333;0.096867209;-0.060599403;51681.34935
LIMPADOR DE MULTIPLA ACAO;8606310;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;4061499.619;0.096867209;-0.037210576;505694.7518;0.328698521;0.903132791;-0.158011682;4123234.414;0.096867209;-0.027286582;510907.2227
LIMPADOR DE PISCINA;1901401;Manutencao do lar;0;0;0;0;0;0;0;;;;;;;;;;;;;;
LIMPADOR DE PISO;8609305;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;1706759.163;0.096867209;-0.037210576;212507.5051;0.328698521;0.903132791;-0.158011682;1732701.902;0.096867209;-0.027286582;214697.9356
LIMPADOR DE TERRENO (CAPINADOR);1901301;Contribuições trabalhistas;0;0;0;0;0;0;0;;;;;;;;;;;;;;
LIMPADOR INSTANTANEO;8606308;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;1830250.759;0.096867209;-0.037210576;227883.3657;0.328698521;0.903132791;-0.158011682;1858070.57;0.096867209;-0.027286582;230232.2835
LIMPADOR MULTIUSO;8606312;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;23417101.27;0.096867209;-0.037210576;2915648.486;0.328698521;0.903132791;-0.158011682;23773041.21;0.096867209;-0.027286582;2945701.661
LIMPA-FOGAO;8605003;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;192589.1177;0.096867209;-0.037210576;23979.14937;0.328698521;0.903132791;-0.158011682;195516.4723;0.096867209;-0.027286582;24226.31551
LIMPA-FORNO;8606601;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;387689.4096;0.096867209;-0.037210576;48270.96347;0.328698521;0.903132791;-0.158011682;393582.2886;0.096867209;-0.027286582;48768.51855
LIMPA-PARA-BRISA;3303501;Manutencao e acessorios;0;0;0;0;0;0;0;0.495504114;0.880669616;-0.382816118;654522.5548;0.119330384;-0.051213511;136337.887;0.495504114;0.880669616;-0.373434923;664471.2977;0.119330384;-0.041211227;137775.1865
LIMPA-TAPETE;8606103;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;37280.57413;0.096867209;-0.037210576;4641.780733;0.328698521;0.903132791;-0.158011682;37847.23886;0.096867209;-0.027286582;4689.626092
LIMPA-VIDROS;8606501;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;3050407.214;0.096867209;-0.037210576;379804.2751;0.328698521;0.903132791;-0.158011682;3096773.404;0.096867209;-0.027286582;383719.1244
LIMPEZA DE CARNE BOVINA;7107301;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;7210.654595;0.096867209;0.058449145;767.4810068;0.14410821;0.903132791;0.082813937;7320.256545;0.096867209;0.069646513;775.6002132
LIMPEZA DE PELE;3100701;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;14054024.57;0.388918021;-0.002531803;8282091.912;0.127915708;0.611081979;0.093628751;14267645.74;0.388918021;-0.001263549;8292622.372
LINGUA BOVINA;7102701;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;4617162.883;0.096867209;0.058449145;491437.3267;0.14410821;0.903132791;0.082813937;4687343.759;0.096867209;0.069646513;496636.2581
LINGUA SUINA;7104701;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;5556623.818;0.096867209;0.058449145;591430.8037;0.14410821;0.903132791;0.082813937;5641084.5;0.096867209;0.069646513;597687.5692
LINGUICA ASSADA PARA VIAGEM;8508801;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;299055.1445;0.658752231;0.028719146;557721.0735;0.134599492;0.341247769;0.081023;303600.7827;0.658752231;0.034221003;560703.9105
LINGUICA BOVINA;8102207;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;4108909.259;0.096867209;0.037576966;513515.1749;0.281445614;0.903132791;-0.095995952;4171364.68;0.096867209;0.048463966;518903.3432
LINGUICA CALABRESA;8102205;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;88931170.35;0.096867209;0.037576966;11114264.79;0.281445614;0.903132791;-0.095995952;90282924.14;0.096867209;0.048463966;11230883.6
LINGUICA CALABREZA;8102206;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;6102925.261;0.096867209;0.037576966;762719.3824;0.281445614;0.903132791;-0.095995952;6195689.725;0.096867209;0.048463966;770722.3794
LINGUICA DE BODE;8102216;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;24554.29257;0.096867209;0.037576966;3068.698053;0.281445614;0.903132791;-0.095995952;24927.51782;0.096867209;0.048463966;3100.897027
LINGUICA DE CHARQUE;8102217;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;16787.53117;0.096867209;0.037576966;2098.039032;0.281445614;0.903132791;-0.095995952;17042.70164;0.096867209;0.048463966;2120.053157
LINGUICA DE CORDEIRO;8102218;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;85476.63862;0.096867209;0.037576966;10682.53112;0.281445614;0.903132791;-0.095995952;86775.88353;0.096867209;0.048463966;10794.61987
LINGUICA DE FRANGO;8102208;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;31584116.34;0.096867209;0.037576966;3947257.532;0.281445614;0.903132791;-0.095995952;32064194.91;0.096867209;0.048463966;3988674.98
LINGUICA DE FRANGO LIGHT;8105307;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;121922.8039;0.096867209;0.037576966;15237.42824;0.281445614;0.903132791;-0.095995952;123776.0305;0.096867209;0.048463966;15397.31023
LINGUICA DE PERNIL;8102215;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;9605467.734;0.096867209;0.037576966;1200453.242;0.281445614;0.903132791;-0.095995952;9751470.843;0.096867209;0.048463966;1213049.256
LINGUICA DEFUMADA;8102210;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;11998317.11;0.096867209;0.037576966;1499502.063;0.281445614;0.903132791;-0.095995952;12180691.53;0.096867209;0.048463966;1515235.91
LINGUICA EM CONSERVA;7702901;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;2693533.656;0.096867209;0.037576966;336627.1482;0.281445614;0.903132791;-0.095995952;2734475.367;0.096867209;0.048463966;340159.2809
LINGUICA EM PACOTE;8102202;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;14098515.49;0.096867209;0.037576966;1761976.523;0.281445614;0.903132791;-0.095995952;14312812.93;0.096867209;0.048463966;1780464.44
LINGUICA MISTA;8102211;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;15331309.8;0.096867209;0.037576966;1916046.264;0.281445614;0.903132791;-0.095995952;15564345.71;0.096867209;0.048463966;1936150.791
LINGUICA NAO-ESPECIFICADA;8102204;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;52246542.43;0.096867209;0.037576966;6529565.557;0.281445614;0.903132791;-0.095995952;53040689.88;0.096867209;0.048463966;6598078.426
LINGUICA NO VAREJO;8102201;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;14355060.68;0.096867209;0.037576966;1794038.522;0.281445614;0.903132791;-0.095995952;14573257.6;0.096867209;0.048463966;1812862.856
LINGUICA PARA CHURRASCO;8102203;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;23747865.55;0.096867209;0.037576966;2967914.004;0.281445614;0.903132791;-0.095995952;24108833.11;0.096867209;0.048463966;2999055.479
LINGUICA SUINA;8102209;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;44175305.68;0.096867209;0.037576966;5520854.415;0.281445614;0.903132791;-0.095995952;44846770.33;0.096867209;0.048463966;5578783.166
LINGUICA SUINA DEFUMADA;8102213;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;610649.9307;0.096867209;0.037576966;76316.60525;0.281445614;0.903132791;-0.095995952;619931.8097;0.096867209;0.048463966;77117.37363
LINGUICA TOSCANA;8102212;Carnes ultraprocessadas;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;53676629.67;0.096867209;0.037576966;6708292.185;0.281445614;0.903132791;-0.095995952;54492514.44;0.096867209;0.048463966;6778680.382
LINHA;3700102;Tecidos e armarinhos;0;0;0;0;0;0;0;0.302834026;0.43983186;-0.134461307;108065.8292;0.56016814;-0.016698719;156358.0431;0.302834026;0.43983186;-0.121305118;109708.4298;0.56016814;-0.009010088;157580.6382
LINHA DE PESCA;4301207;Outras;0;0;0;0;0;0;0;0.359588225;0.514879227;-0.205791004;4537.735661;0.485120773;-0.021405497;5268.071548;0.359588225;0.514879227;-0.193719027;4606.709243;0.485120773;-0.013160183;5312.458578
LINHACA DOURADA;6304701;Outros in natura;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;224241.1161;0.096867209;0.058449145;29254.15333;0.301670591;0.903132791;-0.116565218;227649.581;0.096867209;0.069646513;29563.63396
LIQUIDIFICADOR;1502401;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;27847992.45;0.131792336;-0.076902258;5414600.756;0.402792312;0.868207664;-0.268366991;28271281.93;0.131792336;-0.068695401;5462739.592
LIQUIDO PARA LENTE DE CONTATO;2903805;Material de tratamento;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;198642.8083;0.340563266;-0.056355945;162870.014;0.497957234;0.659436734;-0.396584868;201662.179;0.340563266;-0.048124009;164290.8203
LIVRO DE CATECISMO IMPRESSO;3201703;Periódicos, livros e revistas não didáticos;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;173897.3764;0.288893064;0.024561776;61337.10416;0.049703384;0.049703384;0.198013525;12339.44666;0.288893064;0.033940799;61898.59507
LIVRO ESCOLAR DE 1º OU 2º GRAU IMPRESSO;4903002;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;756288.5782;0.288893064;0.024561776;266758.2011;0.049703384;0.049703384;0.198013525;53664.88421;0.288893064;0.033940799;269200.1538
LIVRO ESCOLAR DE PRIMEIRO OU SEGUNDO GRAU DIGITAL;4903101;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;32871625.53;0.288893064;0.024561776;11594483.83;0.049703384;0.049703384;0.198013525;2332511.727;0.288893064;0.033940799;11700621.83
LIVRO ESCOLAR DE PRIMEIRO OU SEGUNDO GRAU IMPRESSO;4903001;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;581659431.4;0.288893064;0.024561776;205162986.8;0.049703384;0.049703384;0.198013525;41273512.44;0.288893064;0.033940799;207041085.8
LIVRO NAO DIDATICO DIGITAL;3201801;Periódicos, livros e revistas não didáticos;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;4186173.1;0.288893064;0.024561776;1476547.495;0.049703384;0.049703384;0.198013525;297043.3525;0.288893064;0.033940799;1490064.077
LIVRO NAO DIDATICO IMPRESSO;3201701;Periódicos, livros e revistas não didáticos;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;96249620.94;0.288893064;0.024561776;33949178.24;0.049703384;0.049703384;0.198013525;6829700.874;0.288893064;0.033940799;34259955.14
LIVRO PARA COLORIR;3205701;Periódicos, livros e revistas não didáticos;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;48574.69423;0.288893064;0.024561776;17133.27218;0.049703384;0.049703384;0.198013525;3446.773384;0.288893064;0.033940799;17290.11324
LIVRO PARADIDATICO IMPRESSO;4903210;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;289095.7047;0.288893064;0.024561776;101969.8728;0.049703384;0.049703384;0.198013525;20513.7139;0.288893064;0.033940799;102903.3234
LIVRO TECNICO IMPRESSO;4903202;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;862962.2202;0.288893064;0.024561776;304384.1414;0.049703384;0.049703384;0.198013525;61234.25497;0.288893064;0.033940799;307170.5286
LIVRO TECNICO, REVISTA TECNICA OU OUTRO LIVRO DIDATICO DIGITAL;4903301;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;14131214.11;0.288893064;0.024561776;4984363.594;0.049703384;0.049703384;0.198013525;1002725.667;0.288893064;0.033940799;5029991.356
LIVRO TECNICO, REVISTA TECNICA OU OUTRO LIVRO DIDATICO IMPRESSO;4903201;Livros didaticos e revistas tecnicas;0;0;0;0;0;0;0;0.049703384;0.711106936;0.180076364;87668720.26;0.288893064;0.024561776;30922521.89;0.049703384;0.049703384;0.198013525;6220815.516;0.288893064;0.033940799;31205592.23
LIXA;1102803;Reforma e Construcao;0;0;0;0;0;0;0;0.318979463;0.56189617;-0.153461373;1108.540715;0.43810383;-0.012281389;1008.460946;0.318979463;0.56189617;-0.140593986;1125.390534;0.43810383;-0.003358357;1017.571364
LIXA;3001409;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;10683.53435;0.340563266;-0.175942274;5678.522046;0.344525142;0.659436734;-0.187144131;10845.92407;0.340563266;-0.169214794;5724.880622
LIXA DE FOGAO;8600303;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;270488.2121;0.096867209;-0.037210576;33678.31641;0.328698521;0.903132791;-0.158011682;274599.6329;0.096867209;-0.027286582;34025.45714
LIXA DE LIMPEZA DE FOGAO;8600203;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;138161.8493;0.096867209;-0.037210576;17202.44457;0.328698521;0.903132791;-0.158011682;140261.9094;0.096867209;-0.027286582;17379.75953
LIXA DE MADEIRA (CONSTRUCAO E REFORMA);1102801;Reforma e Construcao;0;0;0;0;0;0;0;0.318979463;0.56189617;-0.153461373;8189.448418;0.43810383;-0.012281389;7450.099745;0.318979463;0.56189617;-0.140593986;8313.928034;0.43810383;-0.003358357;7517.40381
LIXA DE MADEIRA (PEQUENOS REPAROS);0802801;Reforma e Construcao;0;0;0;0;0;0;0;0.318979463;0.56189617;-0.153461373;29768.36978;0.43810383;-0.012281389;27080.8622;0.318979463;0.56189617;-0.140593986;30220.849;0.43810383;-0.003358357;27325.51021
LIXA DE PAREDE;0806201;Reforma e Construcao;0;0;0;0;0;0;0;0.318979463;0.56189617;-0.153461373;5861.82012;0.43810383;-0.012281389;5332.611227;0.318979463;0.56189617;-0.140593986;5950.919785;0.43810383;-0.003358357;5380.78594
LIXA DE PAREDE;1102802;Reforma e Construcao;0;0;0;0;0;0;0;0.318979463;0.56189617;-0.153461373;3813.298023;0.43810383;-0.012281389;3469.031024;0.318979463;0.56189617;-0.140593986;3871.260153;0.43810383;-0.003358357;3500.370187
LIXA DE PE;3001410;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;2886.350789;0.340563266;-0.175942274;1534.155838;0.344525142;0.659436734;-0.187144131;2930.223321;0.340563266;-0.169214794;1546.680449
LIXADEIRA ELETRICA;1508608;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;116519.4425;0.131792336;-0.076902258;22655.35882;0.402792312;0.868207664;-0.268366991;118290.538;0.131792336;-0.068695401;22856.77766
LIXEIRA METALICA;3906901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;204435.7552;0.538759783;-0.042198943;283794.8622;0.353308082;0.461240217;-0.181823035;207543.1787;0.538759783;-0.034141323;286182.3216
LOCACAO DE OUTROS IMOVEIS (CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO, SEGURO FIANCA, ETC.);4701901;Imóveis de uso ocasional;0;0;0;0;0;0;0;0.137066479;0.953313322;0.054353897;21051158.7;0.046686678;-0.007556084;970404.6785;0.137066479;0.953313322;0.070380076;21371136.31;0.046686678;-0.00377102;974105.687
LOCACAO DO IMOVEL (CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO, SEGURO FIANCA, ETC.);1200301;Outros;0;0;0;0;0;0;0;0.137066479;0.953313322;0.054353897;15423721.49;0.046686678;-0.007556084;710994.1882;0.137066479;0.953313322;0.070380076;15658162.05;0.046686678;-0.00377102;713705.8358
LOCAO APOS BARBA;3000819;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;18567.18033;0.340563266;-0.056355945;15223.49058;0.497957234;0.659436734;-0.396584868;18849.40147;0.340563266;-0.048124009;15356.29361
LOCAO DERMATOLOGICA;2901905;Remedios;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;304691.1754;0.340563266;-0.056355945;249820.5519;0.497957234;0.659436734;-0.396584868;309322.4813;0.340563266;-0.048124009;251999.8765
LOCAO HIDRATANTE PARA PELE;3000609;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;144207.6945;0.340563266;-0.056355945;118237.9036;0.497957234;0.659436734;-0.396584868;146399.6514;0.340563266;-0.048124009;119269.359
LOCAO PARA CABELO;3001110;Produtos para cabelo;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;44378.75987;0.340563266;-0.056355945;36386.76528;0.497957234;0.659436734;-0.396584868;45053.31702;0.340563266;-0.048124009;36704.18741
LOMBINHO SUINO;7103702;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;4183357.395;0.096867209;0.058449145;445264.338;0.14410821;0.903132791;0.082813937;4246944.427;0.096867209;0.069646513;449974.8039
LOMBO BOVINO;7100802;Carne bovina;0;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;8711217.107;0.096867209;0.058449145;927196.4963;0.14410821;0.903132791;0.082813937;8843627.607;0.096867209;0.069646513;937005.3379
LOMBO BOVINO COM OSSO;7100805;Carne bovina;0;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;1501937.358;0.096867209;0.058449145;159861.824;0.14410821;0.903132791;0.082813937;1524766.806;0.096867209;0.069646513;161553.0074
LOMBO DE PORCO DEFUMADO;8100801;Demais alimentos;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;1473041.141;0.096867209;0.058449145;156786.1951;0.14410821;0.903132791;0.082813937;1495431.366;0.096867209;0.069646513;158444.8413
LOMBO DE PORCO SALGADO;8101601;Outras Carnes;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;270489.3031;0.096867209;0.058449145;28790.0911;0.14410821;0.903132791;0.082813937;274600.7405;0.096867209;0.069646513;29094.6624
LOMBO NAO-ESPECIFICADO;7110601;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;4052187.921;0.096867209;0.058449145;431303.0425;0.14410821;0.903132791;0.082813937;4113781.177;0.096867209;0.069646513;435865.8113
LOMBO PAULISTA (CARNE BOVINA);7100608;Carne bovina;0;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;1767572.385;0.096867209;0.058449145;188135.2401;0.14410821;0.903132791;0.082813937;1794439.485;0.096867209;0.069646513;190125.5289
LOMBO SUINO;7103701;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;26192475.12;0.096867209;0.058449145;2787850.522;0.14410821;0.903132791;0.082813937;26590600.74;0.096867209;0.069646513;2817343.283
LOMBO SUINO ASSADO PARA VIAGEM;8501702;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;62489.45568;0.658752231;0.028719146;116539.3304;0.134599492;0.341247769;0.081023;63439.29541;0.658752231;0.034221003;117162.613
LOMBO SUINO RECHEADO E TEMPERADO;7103703;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;478407.0751;0.096867209;0.058449145;50920.25125;0.14410821;0.903132791;0.082813937;485678.8626;0.096867209;0.069646513;51458.93823
LONA;3701301;Tecidos e armarinhos;0;0;0;0;0;0;0;0.302834026;0.43983186;-0.134461307;9116.02742;0.56016814;-0.016698719;13189.77718;0.302834026;0.43983186;-0.121305118;9254.591037;0.56016814;-0.009010088;13292.91071
LONA (CONSTRUCAO E REFORMA);1104505;Reforma e Construcao;0;0;0;0;0;0;0;0.325617108;0.56189617;-0.161510213;65602.07143;0.43810383;-0.060984005;57281.41575;0.325617108;0.56189617;-0.148765168;66599.22292;0.43810383;-0.052688095;57787.47903
LONA (PEQUENOS REPAROS);0806501;Reforma e Construcao;0;0;0;0;0;0;0;0.303119127;0.56189617;-0.142113197;3550.40676;0.43810383;-0.100664736;2901.955346;0.303119127;0.56189617;-0.129073317;3604.372942;0.43810383;-0.092952748;2926.84022
LONA PARA ACAMPAMENTO;4301002;Outras;0;0;0;0;0;0;0;0.359588225;0.514879227;-0.205791004;1443.348955;0.485120773;-0.021405497;1675.651941;0.359588225;0.514879227;-0.193719027;1465.28786;0.485120773;-0.013160183;1689.77043
LOTADA;2300404;Urbano;0;0;0;0;0;0;0;;;;;;;;;;;;;;
LOTECA;2200501;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;748919.4922;0.388918021;-0.002531803;485603.9911;0.213915708;0.611081979;-0.006055481;760303.0685;0.388918021;-0.001263549;486221.4237
LOTERIA ESPORTIVA;2200502;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;3242807.447;0.388918021;-0.002531803;2102656.233;0.213915708;0.611081979;-0.006055481;3292098.12;0.388918021;-0.001263549;2105329.705
LOTERIA ESTADUAL;2201401;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;4155114.547;0.388918021;-0.002531803;2694201.751;0.213915708;0.611081979;-0.006055481;4218272.288;0.388918021;-0.001263549;2697627.357
LOTERIA FEDERAL;2200601;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;12281003.32;0.388918021;-0.002531803;7963077.857;0.213915708;0.611081979;-0.006055481;12467674.57;0.388918021;-0.001263549;7973202.699
LOTERIA INSTANTANEA;2201501;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;28360.80576;0.388918021;-0.002531803;18389.32036;0.213915708;0.611081979;-0.006055481;28791.89001;0.388918021;-0.001263549;18412.70189
LOTOFACIL;2200301;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;48003542.44;0.388918021;-0.002531803;31125791.27;0.213915708;0.611081979;-0.006055481;48733196.28;0.388918021;-0.001263549;31165366.89
LOTOGOL;2201301;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;120891.1755;0.388918021;-0.002531803;78386.5795;0.213915708;0.611081979;-0.006055481;122728.7214;0.388918021;-0.001263549;78486.24596
LOTOMANIA;2200201;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;9355684.34;0.388918021;-0.002531803;6066283.094;0.213915708;0.611081979;-0.006055481;9497890.742;0.388918021;-0.001263549;6073996.212
LOUCA (PECA DE DECORACAO);1801502;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.316921708;0.461240217;-0.146627576;30203.62524;0.538759783;-0.054521085;39087.71808;0.316921708;0.461240217;-0.133656315;30662.72034;0.538759783;-0.046622131;39414.27434
LOURO (TEMPERO INDUSTRIALIZADO);7001601;Temperos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;139202.8888;0.096867209;0.058449145;18160.19616;0.301670591;0.903132791;-0.116565218;141318.7727;0.096867209;0.069646513;18352.31346
